'80577425';'30855';'Moisture - Average';'0.0000000000';'0.1000000000';'4727';'33048578';'2014-08-21 18:10:02';'0';'';'';'';'';''
'80577426';'30856';'Moisture - Instantaneous.';'0.0000000000';'0.1000000000';'4727';'33048578';'2014-08-21 18:10:02';'0';'';'';'';'';''
'80577637';'30855';'Moisture - Average';'0.0000000000';'0.1000000000';'4727';'33048599';'2014-08-21 18:15:04';'0';'';'';'';'';''
'80577638';'30856';'Moisture - Instantaneous.';'0.0000000000';'0.1000000000';'4727';'33048599';'2014-08-21 18:15:04';'135';'';'';'';'';''
'80579959';'30855';'Moisture - Average';'0.0000000000';'0.1000000000';'4727';'33048982';'2014-08-21 19:08:09';'0';'';'';'';'';''
'80579960';'30856';'Moisture - Instantaneous.';'0.0000000000';'0.1000000000';'4727';'33048982';'2014-08-21 19:08:09';'135';'';'';'';'';''
'80580219';'30855';'Moisture - Average';'0.0000000000';'0.1000000000';'4727';'33049008';'2014-08-21 19:13:17';'0';'';'';'';'';''
'80580220';'30856';'Moisture - Instantaneous.';'0.0000000000';'0.1000000000';'4727';'33049008';'2014-08-21 19:13:17';'135';'';'';'';'';''
'80580628';'30855';'Moisture - Average';'0.0000000000';'0.1000000000';'4727';'33049065';'2014-08-21 19:18:17';'0';'';'';'';'';''
'80580629';'30856';'Moisture - Instantaneous.';'0.0000000000';'0.1000000000';'4727';'33049065';'2014-08-21 19:18:17';'135';'';'';'';'';''
'80581465';'30855';'Moisture - Average';'0.0000000000';'0.1000000000';'4727';'33049160';'2014-08-21 19:28:17';'0';'';'';'';'';''
'80581466';'30856';'Moisture - Instantaneous.';'0.0000000000';'0.1000000000';'4727';'33049160';'2014-08-21 19:28:17';'135';'';'';'';'';''
'80581863';'30855';'Moisture - Average';'0.0000000000';'0.1000000000';'4727';'33049211';'2014-08-21 19:33:17';'0';'';'';'';'';''
'80581864';'30856';'Moisture - Instantaneous.';'0.0000000000';'0.1000000000';'4727';'33049211';'2014-08-21 19:33:17';'135';'';'';'';'';''
'80582324';'30855';'Moisture - Average';'0.0000000000';'0.1000000000';'4727';'33049259';'2014-08-21 19:38:17';'0';'';'';'';'';''
'80582325';'30856';'Moisture - Instantaneous.';'0.0000000000';'0.1000000000';'4727';'33049259';'2014-08-21 19:38:17';'135';'';'';'';'';''
'80582751';'30855';'Moisture - Average';'0.0000000000';'0.1000000000';'4727';'33049299';'2014-08-21 19:43:18';'0';'';'';'';'';''
'80582752';'30856';'Moisture - Instantaneous.';'0.0000000000';'0.1000000000';'4727';'33049299';'2014-08-21 19:43:18';'135';'';'';'';'';''
'80583098';'30855';'Moisture - Average';'0.0000000000';'0.1000000000';'4727';'33049339';'2014-08-21 19:48:17';'0';'';'';'';'';''
'80583099';'30856';'Moisture - Instantaneous.';'0.0000000000';'0.1000000000';'4727';'33049339';'2014-08-21 19:48:17';'135';'';'';'';'';''
'80583523';'30855';'Moisture - Average';'0.0000000000';'0.1000000000';'4727';'33049371';'2014-08-21 19:53:18';'0';'';'';'';'';''
'80583524';'30856';'Moisture - Instantaneous.';'0.0000000000';'0.1000000000';'4727';'33049371';'2014-08-21 19:53:18';'135';'';'';'';'';''
'80583906';'30855';'Moisture - Average';'0.0000000000';'0.1000000000';'4727';'33049408';'2014-08-21 19:58:17';'0';'';'';'';'';''
'80583907';'30856';'Moisture - Instantaneous.';'0.0000000000';'0.1000000000';'4727';'33049408';'2014-08-21 19:58:17';'135';'';'';'';'';''
'80584177';'30855';'Moisture - Average';'0.0000000000';'0.1000000000';'4727';'33049441';'2014-08-21 20:02:26';'0';'';'';'';'';''
'80584178';'30856';'Moisture - Instantaneous.';'0.0000000000';'0.1000000000';'4727';'33049441';'2014-08-21 20:02:26';'135';'';'';'';'';''
'80983265';'30855';'Moisture - Average';'0.0000000000';'0.1000000000';'4727';'33110950';'2014-09-02 17:38:56';'0';'';'';'';'';''
'80983266';'30856';'Moisture - Instantaneous.';'0.0000000000';'0.1000000000';'4727';'33110950';'2014-09-02 17:38:56';'135';'';'';'';'';''
'80986136';'30855';'Moisture - Average';'0.0000000000';'0.1000000000';'4727';'33111357';'2014-09-02 18:33:09';'0';'';'';'';'';''
'80986137';'30856';'Moisture - Instantaneous.';'0.0000000000';'0.1000000000';'4727';'33111357';'2014-09-02 18:33:09';'135';'';'';'';'';''
'81711754';'30855';'Moisture - Average';'0.0000000000';'0.1000000000';'4727';'33234347';'2014-09-16 17:30:42';'0';'';'';'';'';''
'81711755';'30856';'Moisture - Instantaneous.';'0.0000000000';'0.1000000000';'4727';'33234347';'2014-09-16 17:30:42';'135';'';'';'';'';''
'82741010';'30991';'Moisture - Test';'0.0000000000';'1.0000000000';'4727';'33360067';'2014-09-26 17:00:37';'0';'';'';'';'';''
'82741071';'30991';'Moisture - Test';'0.0000000000';'1.0000000000';'4727';'33360070';'2014-09-26 17:00:42';'0';'';'';'';'';''
'83002164';'30991';'Moisture - Test';'0.0000000000';'1.0000000000';'4727';'33360074';'2014-09-26 17:01:47';'0';'';'';'';'';''
'82741136';'30991';'Moisture - Test';'0.0000000000';'1.0000000000';'4727';'33360077';'2014-09-26 17:04:32';'0';'';'';'';'';''
'82741351';'30991';'Moisture - Test';'0.0000000000';'1.0000000000';'4727';'33360106';'2014-09-26 16:06:31';'0';'';'';'';'';''
'83010120';'30991';'Moisture - Test';'0.0000000000';'1.0000000000';'4727';'33360108';'2014-09-26 17:05:41';'0';'';'';'';'';''
'82741419';'30991';'Moisture - Test';'0.0000000000';'1.0000000000';'4727';'33360114';'2014-09-26 16:06:36';'0';'';'';'';'';''
'82741449';'30991';'Moisture - Test';'0.0000000000';'1.0000000000';'4727';'33360115';'2014-09-26 16:06:50';'0';'';'';'';'';''
'82741538';'30991';'Moisture - Test';'0.0000000000';'1.0000000000';'4727';'33360131';'2014-09-26 17:01:32';'0';'';'';'';'';''
