'82741015';'30996';'Work Width - TEST';'0.0000000000';'1.0000000000';'4727';'33360067';'2014-09-26 17:00:37';'0';'';'';'';'';''
'82741076';'30996';'Work Width - TEST';'0.0000000000';'1.0000000000';'4727';'33360070';'2014-09-26 17:00:42';'10363';'';'';'';'';''
'83002169';'30996';'Work Width - TEST';'0.0000000000';'1.0000000000';'4727';'33360074';'2014-09-26 17:01:47';'10363';'';'';'';'';''
'82741141';'30996';'Work Width - TEST';'0.0000000000';'1.0000000000';'4727';'33360077';'2014-09-26 17:04:32';'10363';'';'';'';'';''
'82741361';'30996';'Work Width - TEST';'0.0000000000';'1.0000000000';'4727';'33360106';'2014-09-26 16:06:31';'0';'';'';'';'';''
'83010125';'30996';'Work Width - TEST';'0.0000000000';'1.0000000000';'4727';'33360108';'2014-09-26 17:05:41';'10363';'';'';'';'';''
'82741424';'30996';'Work Width - TEST';'0.0000000000';'1.0000000000';'4727';'33360114';'2014-09-26 16:06:36';'10363';'';'';'';'';''
'82741454';'30996';'Work Width - TEST';'0.0000000000';'1.0000000000';'4727';'33360115';'2014-09-26 16:06:50';'10363';'';'';'';'';''
'82741543';'30996';'Work Width - TEST';'0.0000000000';'1.0000000000';'4727';'33360131';'2014-09-26 17:01:32';'10363';'';'';'';'';''
'82741561';'30996';'Work Width - TEST';'0.0000000000';'1.0000000000';'4727';'33360132';'2014-09-26 17:02:32';'10363';'';'';'';'';''
'82741590';'30996';'Work Width - TEST';'0.0000000000';'1.0000000000';'4727';'33360133';'2014-09-26 17:03:32';'10363';'';'';'';'';''
'82741627';'30996';'Work Width - TEST';'0.0000000000';'1.0000000000';'4727';'33360136';'2014-09-26 17:06:52';'10363';'';'';'';'';''
'82741656';'30996';'Work Width - TEST';'0.0000000000';'1.0000000000';'4727';'33360136';'2014-09-26 17:06:52';'10363';'';'';'';'';''
'83010736';'30996';'Work Width - TEST';'0.0000000000';'1.0000000000';'4727';'33360136';'2014-09-26 17:06:52';'10363';'';'';'';'';''
'82741711';'30996';'Work Width - TEST';'0.0000000000';'1.0000000000';'4727';'33360141';'2014-09-26 17:07:19';'10363';'';'';'';'';''
